0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
1,1,1,1,1,1,1,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
1,1,1,1,1,1,1,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
1,1,1,1,1,1,1,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
1,1,1,1,1,1,1,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
1,1,1,1,1,1,1,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
1,1,1,1,1,1,1,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
1,1,1,1,1,1,1,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
1,1,1,1,1,1,1,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
1,1,1,1,1,1,1,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33,0.3345,0.339,0.3435,0.348,0.3525,0.357,0.3615,0.366,0.3705,0.375,0.3795,0.384,0.3885,0.393,0.3975,0.402,0.4065,0.411,0.4155,0.42,0.4245,0.429,0.4335,0.438,0.4425,0.447,0.4515,0.456,0.4605,0.465,0.4695,0.474,0.4785,0.483,0.4875,0.492,0.4965,0.501,0.5055,0.51,0.5145,0.519,0.5235,0.528,0.5325,0.537,0.5415,0.546,0.5505,0.555,0.5595,0.564,0.5685
1,1,1,1,1,1,1,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.99219,0.98438,0.98438,0.98438,0.98438,0.98438,0.98438,0.97656,0.96094,0.96094,0.95312,0.94531,0.94531,0.94531,0.92188,0.89844,0.89062,0.875,0.84375,0.79688,0.75781,0.72656,0.64844,0.57812,0.5,0.41406,0.35156,0.29688,0.25781,0.21875,0.17188,0.10156,0.078125,0.070312,0.046875,0.046875,0.015625,0.015625,0.0078125,0
1,0.99867,0.99533,0.99267,0.988,0.98133,0.97467,0.96933,0.95667,0.946,0.92333,0.90467,0.87,0.84067,0.80333,0.76067,0.708,0.658,0.60333,0.54067,0.49,0.43467,0.38867,0.32533,0.27,0.232,0.184,0.13933,0.108,0.078667,0.057333,0.046667,0.038,0.026,0.016,0.010667,0.0073333,0.006,0.002,0.00066667,0.00066667,0,0,0,0,0,0,0,0,0,0,0,0,0
